alpha,lambda,round,mean_acc,std_acc,best_acc
0,0.1,0,82.625,0.0,82.625
0,0.1,1,93.425,3.2099,97.0
0,0.1,2,90.4875,4.9563,96.0625
0,0.1,3,91.4625,2.8571,94.875
0,0.1,4,93.075,2.869,95.5625
0,0.1,5,94.0,0.9912,95.1875
0,0.1,6,90.7,3.2117,94.4375
0,0.1,7,92.2625,0.7886,93.4375
0,0.1,8,92.5,1.9415,94.9375
