alpha,lambda,round,mean_acc,std_acc,best_acc
0.1,0.3,0,82.625,0.0,82.625
0.1,0.3,1,93.425,3.2099,97.0
0.1,0.3,2,91.2125,4.3675,96.3125
0.1,0.3,3,90.6375,3.809,95.5
0.1,0.3,4,93.85,1.3839,94.9375
0.1,0.3,5,92.0625,2.0884,94.6875
0.1,0.3,6,93.175,1.4839,95.3125
0.1,0.3,7,91.675,1.2933,93.1875
0.1,0.3,8,91.9125,2.8016,94.9375
