alpha,lambda,round,mean_acc,std_acc,best_acc
0.3,0.5,0,82.625,0.0,82.625
0.3,0.5,1,93.425,3.2099,97.0
0.3,0.5,2,91.7875,4.0058,97.125
0.3,0.5,3,92.425,1.8442,94.375
0.3,0.5,4,91.1625,4.9362,94.8125
0.3,0.5,5,92.375,2.9441,95.3125
0.3,0.5,6,90.6625,2.9622,94.9375
0.3,0.5,7,92.175,1.7564,93.75
0.3,0.5,8,91.225,1.7824,93.5625
