alpha\lambda,0,0.1,0.3,0.5,0.7,0.9
0,,,,,,92.1875
0.1,92.3,91.575,91.75,91.8375,91.8375,91.9125
0.3,92.0625,92.1,92.025,91.9875,91.9875,92.475
0.5,91.8875,91.775,91.7875,91.775,91.8875,92.3125
0.7,92.475,91.7875,91.7875,91.7125,91.875,92.0875
0.9,92.5875,92.4875,92.4875,92.4875,92.4875,92.3
