alpha,lambda,round,mean_acc,std_acc,best_acc
0.3,0.3,0,82.625,0.0,82.625
0.3,0.3,1,93.425,3.2099,97.0
0.3,0.3,2,91.7875,4.0058,97.125
0.3,0.3,3,92.425,1.8442,94.375
0.3,0.3,4,91.1625,4.9362,94.8125
0.3,0.3,5,92.425,2.8478,95.3125
0.3,0.3,6,90.5625,2.9084,94.9375
0.3,0.3,7,92.0625,1.5836,93.9375
0.3,0.3,8,90.925,1.8814,93.0625
