alpha,lambda,round,mean_acc,std_acc,best_acc
0.7,0.1,0,82.625,0.0,82.625
0.7,0.1,1,93.425,3.2099,97.0
0.7,0.1,2,92.9625,3.1405,97.3125
0.7,0.1,3,92.9875,1.7878,95.0
0.7,0.1,4,91.825,5.0454,95.8125
0.7,0.1,5,91.8,2.55,95.1875
0.7,0.1,6,92.5125,1.3873,94.5625
0.7,0.1,7,92.8,1.9347,95.3125
0.7,0.1,8,92.0125,1.7976,94.375
