alpha,lambda,round,mean_acc,std_acc,best_acc
0.3,0,0,82.625,0.0,82.625
0.3,0,1,91.95,2.248,95.125
0.3,0,2,93.275,2.9744,96.9375
0.3,0,3,93.25,0.7918,94.3125
0.3,0,4,94.9875,1.0014,95.8125
0.3,0,5,92.4125,1.8342,95.1875
0.3,0,6,91.9875,2.288,94.75
0.3,0,7,94.0,0.9941,95.1875
0.3,0,8,92.65,0.4541,93.3125
