alpha,lambda,round,mean_acc,std_acc,best_acc
0.7,0,0,82.625,0.0,82.625
0.7,0,1,91.95,2.248,95.125
0.7,0,2,93.7125,2.2898,97.1875
0.7,0,3,94.3,0.6082,95.125
0.7,0,4,94.05,2.0317,96.375
0.7,0,5,91.3875,2.6873,94.8125
0.7,0,6,93.2875,1.1814,95.125
0.7,0,7,93.0,0.8053,93.875
0.7,0,8,93.3375,1.1333,95.0
