alpha,lambda,round,mean_acc,std_acc,best_acc
0.1,0.5,0,82.625,0.0,82.625
0.1,0.5,1,93.425,3.2099,97.0
0.1,0.5,2,91.2125,4.3675,96.3125
0.1,0.5,3,90.6375,3.809,95.5
0.1,0.5,4,93.8125,1.36,94.9375
0.1,0.5,5,92.825,1.2139,94.6875
0.1,0.5,6,92.95,1.6004,95.3125
0.1,0.5,7,91.375,1.2907,93.125
0.1,0.5,8,91.6875,2.7125,94.9375
