alpha,lambda,round,mean_acc,std_acc,best_acc
0,0,0,82.625,0.0,82.625
0,0,1,91.95,2.248,95.125
0,0,2,94.3125,2.3812,97.5
0,0,3,90.125,5.489,95.375
0,0,4,94.2625,3.3229,96.8125
0,0,5,90.7,4.4402,96.125
0,0,6,91.075,3.101,95.8125
0,0,7,92.35,2.9612,95.5
0,0,8,91.8625,2.5009,95.0
