alpha,lambda,round,mean_acc,std_acc,best_acc
0.7,0.7,0,82.625,0.0,82.625
0.7,0.7,1,93.425,3.2099,97.0
0.7,0.7,2,92.5,3.6827,97.3125
0.7,0.7,3,93.7,1.3873,95.0
0.7,0.7,4,91.125,3.8153,95.8125
0.7,0.7,5,91.2125,2.8881,95.1875
0.7,0.7,6,92.0125,1.0101,93.1875
0.7,0.7,7,91.675,1.4069,93.75
0.7,0.7,8,90.2625,1.5602,92.125
