alpha,lambda,round,mean_acc,std_acc,best_acc
0.1,0,0,82.625,0.0,82.625
0.1,0,1,91.95,2.248,95.125
0.1,0,2,93.9375,2.4626,96.5625
0.1,0,3,91.2625,3.657,93.375
0.1,0,4,92.5375,2.3017,94.4375
0.1,0,5,93.4375,0.9961,94.875
0.1,0,6,92.3625,4.2108,95.75
0.1,0,7,91.95,0.7544,92.625
0.1,0,8,93.3875,1.091,95.1875
