alpha,lambda,round,mean_acc,std_acc,best_acc
0.3,0.1,0,82.625,0.0,82.625
0.3,0.1,1,93.425,3.2099,97.0
0.3,0.1,2,91.7875,4.0058,97.125
0.3,0.1,3,92.425,1.8442,94.375
0.3,0.1,4,91.3,5.0396,94.8125
0.3,0.1,5,92.625,2.8913,95.3125
0.3,0.1,6,93.625,2.3573,96.0625
0.3,0.1,7,92.0625,2.0349,94.4375
0.3,0.1,8,91.475,2.1887,94.375
