alpha,lambda,round,mean_acc,std_acc,best_acc
0,0.1,0,82.625,0.0,82.625
0,0.1,1,87.4625,3.8643,90.0
0,0.1,2,88.0625,2.5191,89.75
0,0.1,3,89.0375,1.038,90.125
0,0.1,4,88.95,2.7921,92.5
0,0.1,5,88.8375,1.0483,90.4375
0,0.1,6,89.1,1.1264,90.25
0,0.1,7,88.0875,1.3626,89.5
0,0.1,8,89.3375,1.3387,90.9375
