alpha,lambda,round,mean_acc,std_acc,best_acc
0.5,0.9,0,82.625,0.0,82.625
0.5,0.9,1,93.425,3.2099,97.0
0.5,0.9,2,93.425,2.5192,96.625
0.5,0.9,3,93.7875,1.0492,95.125
0.5,0.9,4,92.7625,4.0077,95.9375
0.5,0.9,5,93.7375,1.3135,95.25
0.5,0.9,6,92.0125,3.8975,95.5625
0.5,0.9,7,93.0,1.7427,95.125
0.5,0.9,8,93.525,1.0929,94.3125
