alpha,lambda,round,mean_acc,std_acc,best_acc
0,0.9,0,82.625,0.0,82.625
0,0.9,1,93.425,3.2099,97.0
0,0.9,2,90.4875,4.9563,96.0625
0,0.9,3,91.725,2.85,94.875
0,0.9,4,93.275,3.0862,96.125
0,0.9,5,93.9125,0.9371,95.125
0,0.9,6,90.9125,3.8103,96.25
0,0.9,7,91.5,0.7355,92.5
0,0.9,8,92.525,1.6266,94.125
