alpha,lambda,round,mean_acc,std_acc,best_acc
0.5,0.5,0,82.625,0.0,82.625
0.5,0.5,1,93.425,3.2099,97.0
0.5,0.5,2,93.425,2.5192,96.625
0.5,0.5,3,93.8375,1.0455,95.125
0.5,0.5,4,92.725,4.008,95.9375
0.5,0.5,5,92.85,1.7802,94.75
0.5,0.5,6,92.3,3.9465,95.5
0.5,0.5,7,92.6625,1.6907,94.875
0.5,0.5,8,92.7625,0.9965,94.125
