alpha,lambda,round,mean_acc,std_acc,best_acc
0.3,0.7,0,82.625,0.0,82.625
0.3,0.7,1,93.425,3.2099,97.0
0.3,0.7,2,91.7875,4.0058,97.125
0.3,0.7,3,92.425,1.8442,94.375
0.3,0.7,4,91.1625,4.9362,94.8125
0.3,0.7,5,92.3375,2.9344,95.3125
0.3,0.7,6,92.2125,3.0773,95.625
0.3,0.7,7,92.3375,1.917,94.375
0.3,0.7,8,91.3375,1.9479,93.5
