alpha,lambda,round,mean_acc,std_acc,best_acc
0.7,0.5,0,82.625,0.0,82.625
0.7,0.5,1,93.425,3.2099,97.0
0.7,0.5,2,92.5,3.6827,97.3125
0.7,0.5,3,93.7,1.3873,95.0
0.7,0.5,4,91.1875,3.8345,95.8125
0.7,0.5,5,93.2875,2.0844,95.1875
0.7,0.5,6,92.2,1.1043,93.75
0.7,0.5,7,91.975,1.9196,93.75
0.7,0.5,8,91.875,1.5277,93.9375
