alpha,lambda,round,mean_acc,std_acc,best_acc
0.7,0.9,0,82.625,0.0,82.625
0.7,0.9,1,93.425,3.2099,97.0
0.7,0.9,2,92.5125,3.6248,97.3125
0.7,0.9,3,92.15,3.6359,95.0
0.7,0.9,4,92.975,2.8383,95.8125
0.7,0.9,5,91.325,2.4449,95.1875
0.7,0.9,6,91.85,1.0093,93.0625
0.7,0.9,7,91.4,1.398,93.75
0.7,0.9,8,90.3125,1.8562,93.25
