alpha,lambda,round,mean_acc,std_acc,best_acc
0,0.7,0,82.625,0.0,82.625
0,0.7,1,93.425,3.2099,97.0
0,0.7,2,90.4875,4.9563,96.0625
0,0.7,3,91.725,2.85,94.875
0,0.7,4,93.1375,2.9393,95.875
0,0.7,5,93.925,0.9575,95.1875
0,0.7,6,90.55,3.2154,94.4375
0,0.7,7,91.725,0.5495,92.5
0,0.7,8,93.1375,2.2354,95.875
