alpha,lambda,round,mean_acc,std_acc,best_acc
0,0.5,0,82.625,0.0,82.625
0,0.5,1,87.4625,3.8643,90.0
0,0.5,2,88.0625,2.5191,89.75
0,0.5,3,89.0375,1.038,90.125
0,0.5,4,88.9125,2.8331,92.5
0,0.5,5,89.45,1.535,91.5625
0,0.5,6,87.7625,2.2187,89.875
0,0.5,7,88.6625,1.3704,89.5
0,0.5,8,89.6,1.9777,91.625
