alpha,lambda,round,mean_acc,std_acc,best_acc
0,0.7,0,82.625,0.0,82.625
0,0.7,1,87.4625,3.8643,90.0
0,0.7,2,88.0625,2.5191,89.75
0,0.7,3,89.0375,1.038,90.125
0,0.7,4,89.275,2.5267,92.5
0,0.7,5,89.1875,1.5162,91.75
0,0.7,6,87.3375,2.3558,88.8125
0,0.7,7,88.65,1.3966,89.75
0,0.7,8,89.95,1.315,91.625
