alpha,lambda,round,mean_acc,std_acc,best_acc
0.5,0.1,0,82.625,0.0,82.625
0.5,0.1,1,93.425,3.2099,97.0
0.5,0.1,2,93.4875,2.5607,96.6875
0.5,0.1,3,93.05,1.841,95.0625
0.5,0.1,4,91.925,3.6576,95.4375
0.5,0.1,5,92.175,3.5899,94.5625
0.5,0.1,6,91.65,2.5378,95.625
0.5,0.1,7,92.8875,1.0729,94.0
0.5,0.1,8,92.55,0.7118,93.25
