alpha,lambda,round,mean_acc,std_acc,best_acc
0,0.3,0,82.625,0.0,82.625
0,0.3,1,87.4625,3.8643,90.0
0,0.3,2,88.0625,2.5191,89.75
0,0.3,3,89.0375,1.038,90.125
0,0.3,4,88.95,2.7921,92.5
0,0.3,5,88.825,1.0043,90.4375
0,0.3,6,88.95,1.0838,90.0625
0,0.3,7,88.55,1.1837,89.5
0,0.3,8,89.1875,1.9385,91.875
