alpha,lambda,round,mean_acc,std_acc,best_acc
0,0.5,0,82.625,0.0,82.625
0,0.5,1,93.425,3.2099,97.0
0,0.5,2,90.4875,4.9563,96.0625
0,0.5,3,91.725,2.85,94.875
0,0.5,4,93.05,2.8423,95.4375
0,0.5,5,93.6125,1.1175,95.1875
0,0.5,6,90.2375,3.3332,94.4375
0,0.5,7,92.3125,1.5297,94.875
0,0.5,8,93.4875,2.4119,95.875
